716982483,49,F,2,Graduate,Married,2,Existing Customer,Blue,Less than $40K,38,3,4
716984658,49,M,1,Graduate,Married,3,Existing Customer,Blue,$120K +,39,3,2
716986458,44,F,3,High School,Single,2,Existing Customer,Blue,Unknown,36,1,3
716987358,29,M,0,Post-Graduate,Married,3,Attrited Customer,Blue,$60K - $80K,15,2,1
716988633,55,M,0,High School,Divorced,2,Existing Customer,Blue,$60K - $80K,46,6,1
716989683,56,M,2,Doctorate,Single,3,Existing Customer,Blue,$80K - $120K,48,4,3
716990883,38,M,5,Unknown,Married,2,Existing Customer,Blue,$80K - $120K,26,5,1
716991933,NULL,F,3,Uneducated,Single,1,Existing Customer,Blue,Less than $40K,35,6,3
716993058,57,M,3,Unknown,Divorced,3,Existing Customer,Blue,$60K - $80K,48,5,2
716995083,52,M,2,High School,Married,4,Existing Customer,Blue,$80K - $120K,44,6,2
716996583,50,M,3,High School,Divorced,2,Existing Customer,Blue,$120K +,37,3,1
716998608,48,M,3,Graduate,Unknown,2,Existing Customer,Blue,$60K - $80K,36,3,3
716999883,51,M,4,High School,Married,0,Existing Customer,Blue,$80K - $120K,41,5,2
717000858,41,M,2,Graduate,Married,2,Existing Customer,Blue,Less than $40K,29,3,2
717001908,41,F,5,Graduate,Married,2,Attrited Customer,Blue,Less than $40K,28,6,2
717004533,35,F,3,High School,Married,0,Existing Customer,Blue,Less than $40K,36,2,3
717006333,54,M,3,High School,Married,2,Existing Customer,Blue,$80K - $120K,36,6,1
717007458,46,M,2,Graduate,Married,3,Existing Customer,Blue,$40K - $60K,38,4,3
717008358,40,F,1,Unknown,Married,2,Existing Customer,Blue,Less than $40K,36,1,2
717011958,43,F,4,Graduate,Single,1,Existing Customer,Blue,$40K - $60K,23,2,1
717013383,52,M,2,High School,Married,4,Existing Customer,Blue,$80K - $120K,43,4,3
717015333,52,M,1,Unknown,Married,2,Existing Customer,Blue,$120K +,41,6,1
717016833,39,M,4,Uneducated,Married,2,Existing Customer,Blue,$80K - $120K,27,6,4
717017808,62,M,0,Uneducated,Single,2,Attrited Customer,Blue,$40K - $60K,52,6,1
717022533,43,F,2,Post-Graduate,Single,3,Existing Customer,Blue,$40K - $60K,36,4,1
717023508,45,F,3,Unknown,Unknown,2,Existing Customer,Blue,$40K - $60K,36,6,1
717026658,43,F,3,Uneducated,Married,3,Attrited Customer,Blue,Less than $40K,32,6,3
717028158,53,M,3,Graduate,Married,3,Existing Customer,Blue,$120K +,44,3,2
717030633,46,M,4,College,Single,4,Existing Customer,Blue,$60K - $80K,34,5,3
717035283,46,M,1,Graduate,Single,4,Attrited Customer,Blue,$60K - $80K,37,2,3
717036408,36,F,1,Uneducated,Unknown,1,Attrited Customer,Blue,Unknown,36,6,3
717038733,56,M,3,Uneducated,Married,3,Existing Customer,Blue,$60K - $80K,36,5,3
717042333,53,F,2,College,Married,3,Attrited Customer,Blue,Less than $40K,44,3,3
717045033,45,F,3,Unknown,Married,3,Existing Customer,Blue,Unknown,36,6,1
717047583,47,F,3,Doctorate,Unknown,2,Attrited Customer,Blue,Less than $40K,35,2,3
717049533,39,F,3,Doctorate,Unknown,0,Existing Customer,Blue,$40K - $60K,28,5,3
717050883,60,F,1,High School,Single,2,Existing Customer,Blue,Less than $40K,36,5,2
717052158,39,M,3,High School,Single,2,Existing Customer,Blue,$60K - $80K,32,3,2
717060858,31,M,0,Graduate,Married,3,Attrited Customer,Blue,Less than $40K,36,3,2
717066408,36,M,2,Graduate,Married,4,Attrited Customer,Blue,$60K - $80K,36,3,1
717069033,43,F,4,Graduate,Married,3,Existing Customer,Blue,Less than $40K,30,4,1
717072108,50,F,2,Unknown,Single,2,Attrited Customer,Blue,$40K - $60K,36,3,3
717073308,44,F,3,College,Married,2,Existing Customer,Blue,Less than $40K,31,5,6
717074283,45,F,3,Graduate,Divorced,6,Attrited Customer,Blue,Unknown,37,5,2
717076458,40,M,3,Unknown,Single,1,Existing Customer,Blue,$40K - $60K,36,1,3
717078933,40,F,5,Graduate,Married,4,Existing Customer,Blue,Less than $40K,29,3,2
717081483,37,M,2,Graduate,Divorced,2,Existing Customer,Blue,$80K - $120K,25,3,2
717084708,45,F,4,High School,Married,1,Existing Customer,Blue,Less than $40K,34,6,4
717085983,44,F,2,High School,Single,3,Existing Customer,Blue,$40K - $60K,25,6,2
717087858,51,F,1,Graduate,Single,1,Existing Customer,Blue,$40K - $60K,36,3,3
717090183,60,F,1,Doctorate,Married,2,Existing Customer,Blue,$120K +,50,6,1
717091533,29,F,1,Graduate,Single,3,Existing Customer,Blue,Unknown,36,5,2
717093858,49,F,2,College,Married,3,Existing Customer,Blue,Less than $40K,36,4,3
717094758,40,F,4,Post-Graduate,Married,1,Existing Customer,Blue,Unknown,29,5,3
717095733,48,F,4,Unknown,Unknown,4,Existing Customer,Blue,Less than $40K,29,6,3
717096858,51,M,2,Doctorate,Single,3,Attrited Customer,Blue,$40K - $60K,40,4,3
717098208,48,M,3,Unknown,Married,2,Existing Customer,Blue,$80K - $120K,41,5,2
717099408,40,M,3,Graduate,Unknown,2,Existing Customer,Blue,$60K - $80K,29,6,3
717100833,37,F,2,High School,Married,2,Existing Customer,Blue,Less than $40K,27,6,6
717103758,63,M,0,Graduate,Unknown,2,Existing Customer,Blue,Unknown,55,5,0
717105258,37,F,1,Graduate,Married,3,Existing Customer,Blue,Less than $40K,36,3,3
717107808,48,F,1,Uneducated,Unknown,2,Existing Customer,Blue,$40K - $60K,39,6,4
717109983,50,F,2,High School,Married,2,Attrited Customer,Blue,$40K - $60K,39,3,2
717112533,52,F,1,Graduate,Unknown,0,Existing Customer,Blue,Less than $40K,42,6,2
717114708,34,F,0,Graduate,Married,2,Existing Customer,Blue,$40K - $60K,26,3,3
717121758,58,F,0,Graduate,Single,1,Existing Customer,Blue,Less than $40K,36,5,3
717123858,36,F,1,Graduate,Married,3,Existing Customer,Blue,$40K - $60K,36,5,1
717124983,62,F,1,Uneducated,Married,1,Existing Customer,Blue,$40K - $60K,43,3,1
717125958,49,F,3,Unknown,Married,1,Existing Customer,Blue,Less than $40K,38,6,5
717127083,37,M,3,Graduate,Married,0,Existing Customer,Blue,$120K +,25,3,3
717128283,40,F,3,High School,Unknown,2,Existing Customer,Blue,Less than $40K,36,5,2
717129333,35,F,2,Graduate,Married,2,Attrited Customer,Blue,$40K - $60K,25,3,1
717130383,50,M,0,Uneducated,Married,3,Existing Customer,Blue,$60K - $80K,36,4,3
717131283,43,F,4,High School,Divorced,1,Existing Customer,Blue,$40K - $60K,34,5,1
717132633,62,M,0,Uneducated,Single,2,Existing Customer,Blue,$40K - $60K,50,3,2
717134058,65,F,1,Unknown,Married,2,Existing Customer,Blue,Unknown,36,5,1
717135333,50,F,1,Graduate,Single,2,Existing Customer,Blue,Unknown,36,3,2
717136533,37,F,2,Uneducated,Single,2,Existing Customer,Blue,Less than $40K,26,4,2
717138558,28,M,0,Post-Graduate,Married,3,Attrited Customer,Blue,$40K - $60K,16,5,1
717139608,50,F,2,College,Divorced,3,Existing Customer,Blue,Less than $40K,36,3,2
717140733,52,F,1,Graduate,Single,3,Existing Customer,Blue,Less than $40K,36,1,3
717141858,56,F,2,High School,Single,2,Existing Customer,Blue,$40K - $60K,36,4,1
717146208,59,F,1,Graduate,Married,4,Attrited Customer,Blue,Less than $40K,51,1,4
717147708,44,M,2,Uneducated,Divorced,2,Existing Customer,Blue,$60K - $80K,34,6,3
717151383,44,F,1,Graduate,Married,3,Existing Customer,Blue,Less than $40K,36,3,3
717159858,27,M,1,High School,Single,2,Existing Customer,Blue,$60K - $80K,18,5,2
717166383,40,F,4,Unknown,Married,2,Existing Customer,Blue,$40K - $60K,30,5,2
717167283,49,F,5,Unknown,Divorced,4,Existing Customer,Blue,Less than $40K,36,4,1
717171408,36,M,1,Unknown,Married,1,Existing Customer,Blue,$80K - $120K,26,6,2
717172308,45,F,3,High School,Married,4,Attrited Customer,Blue,$40K - $60K,37,4,2
717173358,60,F,0,Graduate,Single,3,Existing Customer,Blue,$40K - $60K,47,1,2
717174558,57,F,1,Uneducated,Single,3,Attrited Customer,Blue,Less than $40K,46,2,3
717176508,43,F,3,Unknown,Single,4,Existing Customer,Blue,$40K - $60K,34,5,3
717177783,36,F,0,Unknown,Married,3,Existing Customer,Silver,Less than $40K,19,1,2
717179508,33,M,0,Graduate,Single,3,Existing Customer,Blue,Less than $40K,26,6,1
717180633,59,M,1,Post-Graduate,Married,2,Existing Customer,Blue,$40K - $60K,36,4,2
717181833,39,F,1,Graduate,Single,2,Existing Customer,Silver,Less than $40K,30,5,2
717182883,33,M,1,High School,Married,2,Existing Customer,Blue,Unknown,36,3,2
717185658,51,F,1,High School,Married,4,Attrited Customer,Blue,$80K - $120K,36,4,3
717189183,35,M,1,Doctorate,Single,2,Existing Customer,Blue,$40K - $60K,24,6,3
717190533,49,M,4,High School,Married,2,Existing Customer,Blue,$60K - $80K,36,6,3
717192933,55,M,0,Graduate,Married,1,Existing Customer,Blue,$120K +,42,3,2
717195933,42,M,3,Graduate,Married,3,Attrited Customer,Blue,$60K - $80K,30,2,2
717198633,53,F,2,College,Married,1,Existing Customer,Blue,$40K - $60K,34,6,2
717200508,40,F,4,Uneducated,Single,3,Existing Customer,Blue,Unknown,32,3,1
717202083,46,M,2,Unknown,Married,3,Attrited Customer,Blue,$80K - $120K,34,2,3
717202908,39,M,5,College,Married,4,Existing Customer,Blue,$80K - $120K,29,3,3
717203958,51,M,3,Graduate,Married,2,Existing Customer,Blue,$40K - $60K,36,6,3
717206508,65,F,0,High School,Married,2,Existing Customer,Blue,Less than $40K,36,3,2
717207408,39,F,1,Uneducated,Divorced,2,Existing Customer,Blue,Unknown,34,4,1
717208833,34,F,3,High School,Single,2,Attrited Customer,Blue,Less than $40K,21,2,2
717211608,45,F,3,Unknown,Single,2,Existing Customer,Blue,Less than $40K,34,6,4
717212958,55,M,2,Doctorate,Unknown,3,Existing Customer,Blue,$80K - $120K,36,6,3
717214158,41,M,4,Post-Graduate,Unknown,3,Existing Customer,Blue,$40K - $60K,28,5,3
717217983,43,F,3,Graduate,Married,3,Existing Customer,Blue,Less than $40K,30,6,2
717219933,47,F,3,Unknown,Single,6,Attrited Customer,Blue,Less than $40K,35,4,3
717222033,40,F,3,Unknown,Single,4,Existing Customer,Blue,Less than $40K,28,3,1
717225258,35,M,2,Graduate,Single,2,Existing Customer,Blue,$120K +,27,6,2
717229158,36,F,4,Graduate,Married,3,Existing Customer,Blue,$40K - $60K,36,6,3
717231558,49,F,4,Graduate,Married,2,Existing Customer,Blue,Less than $40K,43,2,2
717233058,34,M,4,Unknown,Married,4,Existing Customer,Blue,$40K - $60K,26,3,2
717234183,29,M,1,Graduate,Married,4,Existing Customer,Blue,Less than $40K,18,4,1
717237708,54,M,2,Post-Graduate,Single,5,Existing Customer,Blue,$60K - $80K,38,3,3
717239133,52,F,1,College,Married,1,Existing Customer,Blue,Unknown,40,5,3
717241233,60,F,1,Unknown,Single,3,Existing Customer,Blue,Less than $40K,51,3,3
717242058,43,F,5,Graduate,Married,4,Attrited Customer,Blue,Less than $40K,39,2,3
717244683,43,F,3,College,Unknown,3,Existing Customer,Blue,Unknown,36,3,3
717247383,48,M,4,Graduate,Married,3,Existing Customer,Blue,$40K - $60K,36,5,2
717248583,43,F,3,College,Married,2,Existing Customer,Silver,Less than $40K,34,4,2
717249783,47,M,4,Unknown,Married,2,Existing Customer,Blue,$60K - $80K,39,5,2
717251508,37,M,1,Uneducated,Married,3,Existing Customer,Blue,$120K +,17,1,1
717252483,57,F,2,Graduate,Unknown,3,Attrited Customer,Blue,Less than $40K,41,3,3
717255333,40,M,3,Graduate,Single,2,Attrited Customer,Blue,$80K - $120K,36,1,2
717257658,41,M,3,Graduate,Single,1,Existing Customer,Blue,$80K - $120K,29,2,2
717260058,53,F,2,Uneducated,Married,5,Existing Customer,Blue,Less than $40K,42,6,1
717261708,53,M,1,Unknown,Married,3,Attrited Customer,Blue,$80K - $120K,36,4,2
717262833,49,F,3,Unknown,Married,4,Attrited Customer,Blue,Less than $40K,36,5,2
717265983,44,F,4,Uneducated,Divorced,0,Existing Customer,Blue,Unknown,36,3,2
717267108,NULL,M,1,College,Single,2,Existing Customer,Blue,$60K - $80K,26,6,3
717268458,61,M,0,Graduate,Married,4,Existing Customer,Blue,$60K - $80K,49,4,3
717271983,60,M,0,College,Single,2,Existing Customer,Silver,$80K - $120K,53,6,3
717273333,49,M,5,College,Married,2,Existing Customer,Blue,$80K - $120K,37,3,2
717276708,57,M,2,Unknown,Single,2,Existing Customer,Blue,$80K - $120K,36,3,3
717277833,27,F,1,Graduate,Single,4,Existing Customer,Blue,Unknown,13,6,2
717278808,37,F,3,College,Married,1,Existing Customer,Blue,Less than $40K,28,4,2
717280158,49,M,3,Graduate,Married,5,Existing Customer,Blue,Less than $40K,36,3,3
717281658,52,F,3,Graduate,Divorced,4,Existing Customer,Blue,Less than $40K,41,3,3
717283008,44,F,4,Graduate,Single,2,Existing Customer,Blue,Unknown,36,2,1
717284133,53,F,1,High School,Married,3,Existing Customer,Blue,Less than $40K,41,1,2
717287883,57,M,3,Graduate,Married,3,Existing Customer,Blue,$80K - $120K,46,6,2
717291333,38,M,3,Uneducated,Married,2,Existing Customer,Blue,$80K - $120K,29,2,2
717292758,55,F,2,Graduate,Single,2,Existing Customer,Blue,Less than $40K,47,5,3
717295683,50,M,0,Doctorate,Single,2,Existing Customer,Blue,$80K - $120K,38,5,2
717296808,67,F,1,Graduate,Married,2,Existing Customer,Blue,Less than $40K,56,4,3
717297708,47,M,1,Graduate,Single,3,Existing Customer,Blue,Unknown,37,6,3
717299958,49,M,3,Graduate,Single,0,Existing Customer,Blue,$80K - $120K,45,3,2
717301908,54,F,2,Doctorate,Married,3,Existing Customer,Blue,Less than $40K,46,3,3
717307158,48,F,3,Unknown,Married,3,Existing Customer,Blue,Less than $40K,36,2,1
717308433,49,M,5,Uneducated,Unknown,3,Attrited Customer,Blue,$60K - $80K,43,3,3
717310458,35,F,3,Graduate,Unknown,2,Existing Customer,Blue,Less than $40K,27,3,3
717316008,38,M,2,Unknown,Married,3,Existing Customer,Blue,$120K +,36,6,2
717321783,50,F,1,Uneducated,Single,2,Existing Customer,Blue,$60K - $80K,45,5,2
717322833,55,M,2,Unknown,Single,2,Existing Customer,Blue,$80K - $120K,36,5,2
717324183,31,F,0,High School,Single,3,Existing Customer,Silver,Less than $40K,21,3,1
717325158,46,M,5,Graduate,Married,1,Existing Customer,Blue,$40K - $60K,33,3,1
717327783,39,M,2,Graduate,Married,2,Existing Customer,Blue,$80K - $120K,27,4,2
717331758,44,M,4,Graduate,Married,4,Existing Customer,Blue,$120K +,32,6,3
717332733,47,M,4,Unknown,Single,4,Existing Customer,Silver,$80K - $120K,37,5,2
717334233,54,F,1,Uneducated,Single,2,Existing Customer,Blue,$40K - $60K,43,1,3
717336408,51,M,1,Doctorate,Single,1,Attrited Customer,Blue,Less than $40K,45,5,3
717338733,31,M,0,High School,Divorced,3,Existing Customer,Blue,Less than $40K,22,3,2
717340608,51,F,3,High School,Single,2,Existing Customer,Gold,Unknown,39,1,1
717343833,47,F,5,Uneducated,Married,3,Existing Customer,Blue,Unknown,34,4,1
717346833,44,F,3,Graduate,Married,2,Existing Customer,Blue,Less than $40K,33,3,2
717348258,33,M,1,Graduate,Married,3,Existing Customer,Blue,$120K +,21,4,1
717353433,50,F,2,Unknown,Single,3,Existing Customer,Blue,Unknown,42,1,3
717354558,57,M,2,Uneducated,Married,3,Attrited Customer,Blue,$120K +,40,3,3
717355533,56,M,3,Graduate,Single,2,Existing Customer,Blue,$120K +,44,3,1
717358158,46,M,3,Uneducated,Married,2,Existing Customer,Blue,$60K - $80K,36,5,1
717359208,57,F,0,College,Married,1,Existing Customer,Blue,Less than $40K,47,2,3
717364458,36,F,3,High School,Married,4,Existing Customer,Blue,Less than $40K,26,6,1
717365958,50,F,1,Graduate,Married,3,Existing Customer,Blue,Less than $40K,36,4,2
717368208,49,M,1,Graduate,Married,4,Attrited Customer,Blue,$120K +,36,6,2
717370533,40,M,3,Post-Graduate,Single,1,Existing Customer,Blue,$120K +,26,1,2
717371583,56,F,2,Uneducated,Single,5,Attrited Customer,Blue,Less than $40K,36,1,3
717374358,33,M,1,Unknown,Married,0,Existing Customer,Blue,$60K - $80K,22,3,3
717376758,56,F,2,High School,Married,1,Existing Customer,Blue,Less than $40K,47,4,3
717380133,65,M,0,High School,Single,1,Existing Customer,Blue,$40K - $60K,36,6,4
717381183,27,F,0,Graduate,Married,2,Existing Customer,Blue,Less than $40K,36,3,2
717382608,59,M,1,Graduate,Single,2,Existing Customer,Silver,$60K - $80K,36,2,2
717384183,58,F,3,Graduate,Single,1,Existing Customer,Blue,Less than $40K,53,1,3
717385083,46,M,3,High School,Married,3,Existing Customer,Blue,$120K +,35,2,2
717385983,30,M,0,Graduate,Married,2,Existing Customer,Blue,Less than $40K,21,6,6
717387933,49,F,2,High School,Divorced,3,Attrited Customer,Blue,Less than $40K,36,6,3
717389433,62,F,0,High School,Single,4,Existing Customer,Silver,Unknown,51,3,1
717390408,49,F,4,Uneducated,Unknown,3,Attrited Customer,Blue,$40K - $60K,36,5,2
717392358,60,M,1,Graduate,Married,2,Existing Customer,Blue,$80K - $120K,50,6,2
717395733,42,F,3,Doctorate,Unknown,3,Existing Customer,Blue,$40K - $60K,36,4,4
717397983,39,M,2,Uneducated,Married,3,Existing Customer,Blue,$60K - $80K,29,2,2
717399183,37,M,1,Graduate,Married,1,Existing Customer,Blue,$80K - $120K,26,6,3
717400533,54,F,0,High School,Married,2,Existing Customer,Blue,Less than $40K,45,5,2
717401883,35,M,3,Uneducated,Married,2,Existing Customer,Blue,$60K - $80K,22,5,2
717403158,60,F,0,Uneducated,Single,2,Existing Customer,Blue,Less than $40K,47,1,2
717405408,31,F,0,Post-Graduate,Single,0,Attrited Customer,Blue,Unknown,18,3,2
717406983,30,M,2,Graduate,Unknown,3,Attrited Customer,Blue,$40K - $60K,36,4,3
717409533,36,F,2,Post-Graduate,Single,3,Attrited Customer,Blue,Less than $40K,26,1,2
717410508,43,M,3,Unknown,Married,4,Existing Customer,Silver,$60K - $80K,30,4,3
717411483,55,M,4,College,Divorced,3,Existing Customer,Blue,$80K - $120K,36,4,2
717412608,38,F,2,High School,Married,2,Attrited Customer,Blue,$40K - $60K,28,3,2
717413658,43,M,4,High School,Married,2,Existing Customer,Blue,$40K - $60K,32,6,2
717414933,51,F,1,High School,Single,3,Existing Customer,Blue,Less than $40K,45,3,3
717418158,42,M,5,Unknown,Unknown,2,Existing Customer,Blue,$120K +,36,4,1
717420333,37,M,1,High School,Single,2,Existing Customer,Blue,$60K - $80K,26,4,3
717424458,44,F,2,Post-Graduate,Married,2,Existing Customer,Blue,Less than $40K,36,3,3
717427983,50,F,3,High School,Married,4,Existing Customer,Silver,Less than $40K,39,4,3
717429258,48,F,3,Doctorate,Single,4,Attrited Customer,Blue,Less than $40K,39,3,3
717432933,52,F,5,Unknown,Single,3,Existing Customer,Blue,Unknown,36,3,1
717437058,38,M,2,Unknown,Divorced,0,Attrited Customer,Silver,$60K - $80K,26,4,2
717439983,48,M,2,Graduate,Married,3,Attrited Customer,Blue,$80K - $120K,28,1,3
717442758,51,F,4,High School,Married,2,Existing Customer,Blue,$40K - $60K,43,5,3
717443658,37,F,0,Graduate,Divorced,1,Existing Customer,Blue,$40K - $60K,28,4,3
717444558,50,F,1,Graduate,Married,3,Existing Customer,Blue,Less than $40K,38,4,1
717446208,62,F,0,High School,Single,1,Existing Customer,Blue,Less than $40K,36,6,2
717448383,41,M,4,Unknown,Single,4,Attrited Customer,Blue,$80K - $120K,28,1,2
717450633,47,F,3,Uneducated,Single,4,Existing Customer,Blue,$60K - $80K,36,3,2
717451833,45,F,3,Uneducated,Divorced,2,Attrited Customer,Blue,Unknown,36,6,3
717457008,43,M,3,Uneducated,Single,3,Existing Customer,Blue,$40K - $60K,36,3,3
717461283,38,M,2,Graduate,Single,3,Attrited Customer,Blue,Unknown,24,3,2
717463608,38,F,1,Unknown,Married,1,Existing Customer,Blue,$40K - $60K,26,5,3
717464958,55,F,2,Doctorate,Married,1,Existing Customer,Silver,Less than $40K,36,3,2
717466158,48,F,2,Doctorate,Married,3,Existing Customer,Blue,Less than $40K,40,3,4
717469158,46,M,2,Unknown,Married,0,Existing Customer,Blue,$80K - $120K,30,6,3
717471933,45,M,2,Unknown,Married,3,Existing Customer,Blue,$40K - $60K,27,2,2
717472833,42,M,4,Unknown,Unknown,5,Existing Customer,Blue,$80K - $120K,32,6,3
717477783,49,F,4,Unknown,Married,2,Attrited Customer,Silver,Less than $40K,37,1,2
717478983,31,F,2,Uneducated,Divorced,0,Existing Customer,Blue,Less than $40K,19,6,2
717480783,39,M,1,High School,Single,2,Existing Customer,Blue,$80K - $120K,29,3,1
717482658,55,M,2,High School,Married,2,Existing Customer,Blue,$80K - $120K,36,3,2
717483558,42,M,3,High School,Married,2,Existing Customer,Blue,$120K +,36,3,1
717487983,39,M,5,Unknown,Married,3,Existing Customer,Blue,$80K - $120K,36,4,3
717489033,27,F,0,High School,Unknown,4,Attrited Customer,Blue,Less than $40K,18,6,1
717490008,43,M,4,Graduate,Divorced,1,Existing Customer,Blue,$80K - $120K,36,5,1
717491058,42,M,2,Post-Graduate,Single,3,Existing Customer,Blue,$60K - $80K,26,6,2
717494358,58,F,0,Graduate,Single,5,Existing Customer,Blue,Less than $40K,48,2,2
717495258,34,M,3,Uneducated,Married,2,Existing Customer,Blue,$80K - $120K,25,6,3
717499083,35,M,0,Unknown,Unknown,2,Existing Customer,Blue,$60K - $80K,36,3,1
717500133,42,M,4,Uneducated,Unknown,3,Existing Customer,Blue,$80K - $120K,36,3,2
717502083,41,M,3,Doctorate,Single,3,Attrited Customer,Blue,$120K +,28,4,2
717504258,38,M,2,College,Married,4,Existing Customer,Blue,$40K - $60K,25,4,1
717511533,28,M,0,Graduate,Single,4,Existing Customer,Blue,Less than $40K,36,4,2
717513933,38,M,3,College,Single,1,Existing Customer,Blue,$120K +,26,2,2
717516333,40,M,2,Graduate,Married,1,Existing Customer,Blue,$120K +,33,6,4
717517758,57,F,0,High School,Married,2,Existing Customer,Blue,$40K - $60K,45,3,2
717518733,56,F,2,High School,Married,3,Attrited Customer,Blue,Less than $40K,46,4,3
717521508,41,M,3,High School,Single,0,Existing Customer,Gold,$80K - $120K,28,2,2
717524433,52,F,2,College,Married,1,Existing Customer,Blue,$40K - $60K,40,5,3
717529233,40,F,3,Graduate,Single,2,Attrited Customer,Blue,Less than $40K,30,4,3
717531483,37,M,2,High School,Single,2,Existing Customer,Blue,$60K - $80K,21,5,2
717534108,48,M,3,High School,Divorced,3,Existing Customer,Blue,$40K - $60K,40,3,1
717535083,52,F,2,Post-Graduate,Married,1,Existing Customer,Blue,Less than $40K,40,2,2
717538683,43,M,3,Graduate,Unknown,2,Existing Customer,Blue,$120K +,36,3,2
717539808,51,F,2,High School,Married,2,Existing Customer,Blue,Less than $40K,36,3,2
717541308,61,F,2,Graduate,Single,3,Existing Customer,Blue,Less than $40K,45,2,2
